id,dept,first,last,numratings,overall_rating
3046,Information Technology,Somang,Nam,1,5
3047,Finance,Debarshi,Nandy,6,2.8
3048,Accounting,Frank,Nanfara,32,4.9
3049,Biology,Dominic,Narang,34,1.3
3050,Applied Linguistics,Chandan,Narayan,7,4.6
3051,Humanities,Nanditha,Narayanamoorthy,0,
3052,Fine Arts,Tony,Nardi,4,1
3053,Computer Science,Mona,Nasery,0,
3054,Design,Bahar,Nasirzadeh,15,1.9
3055,Accounting,Taslima,Nasreen,34,3.1
3056,Philosophy,Katherine,Nastovski,11,3
3057,Public Policy,Fausto,Natarelli,22,2.4
3058,Women's Studies,Ana,Natoli,0,
3059,"Languages, Lit., & Linguistics",Gabriella,Naus,3,4.7
3060,Computer Science,Mohaghegh,Navid,3,3.7
3061,Computer Science,Maleknaz,Nayebi,21,3.8
3062,Theatre,Rajat,Nayyar,2,5
3063,Economics,Linda,Nazareth,1,2
3064,Administration,Alexandru,Neagoe,1,1
3065,Economics,Simon,Neaime,9,4.7
3066,English,Bernice,Neal,7,4.3
3067,History,Jaclyn,Neel,3,4.3
3068,History,J.M.,Neeson,34,3.7
3069,English,Finlayson,Neil,2,5
3070,Psychology,Tony,Neild,14,2.9
3071,English,Natalie,Neill,82,4.6
3072,History,Deborah,Neill,35,4.8
3073,Economics,Yulia,Neleptchenko,1,1
3074,Music,Ron,Nelson,34,2.6
3075,Education,Tisha,Nelson,19,1.2
3076,Accounting,Joe,Nemi,47,3
3077,Accounting,Gary,Nemi,0,
3078,Nursing,Sonia,Neri,0,
3079,Philosophy,Ivana,Nesovic,0,
3080,Accounting,Dean,Neu,23,4
3081,Languages,Marina,Neulander,16,3.6
3082,Languages Lit.  Linguistics,Maria,Neulander,1,3
3083,Music,Gabrielle,Neves,0,
3084,Business,Dorit,Nevo,41,4.1
3085,Biology,Laura,Newburn,3,1
3086,History,Timothy,Newfield,1,5
3087,Earth Science,Franz,Newland,18,3.4
3088,Humanities,Ruby K.,Newman,0,
3089,Political Science,Stephen,Newman,77,4.5
3090,Women's Studies,Ruby,Newman,21,4.2
3091,Sociology,Zoe,Newman,29,2.7
3092,Social Science,Janice,Newson,45,3.5
3093,Not Specified,Janice,Newson,5,4.1
3094,Political Science,Eric,Newstadt,24,2.4
3095,Political Science,Janice,Newton,51,2.3
3096,Business,Peggy,Ng,25,2.3
3097,Psychology,Charissa,Ng,0,
3098,Music,Joannie,Ng,0,
3099,Design,Albert,Ng,10,4.5
3100,Humanities,Jacqueline,NG,23,5
3101,Biology,Hien,Ngo,0,
3102,Political Science,Mai,Nguyen,12,4.2
3103,Psychology,Thanh,Nguyen,5,2.4
3104,Finance,Anh,Nguyen,6,3
3105,Computer Science,Uyen T.,Nguyen,37,2.5
3106,Nursing,Mary-Ellen,Nicholson,8,3.6
3107,Nursing,Laura,Nicholson,35,1.4
3108,Visual Arts,Nancy,Nicol,5,2.5
3109,Social Science,Dawson,Nicole,0,
3110,Psychology,Anthony,Nield,126,2.9
3111,Sociology,Greg,Nielsen,0,
3112,Nursing,Lisa,Nielsen,3,4.3
3113,Health,Emilia,Nielsen,4,4.5
3114,Nursing,Lisa,Nielson,1,5
3115,Kinesiology,JJ,Nieves,0,
3116,Languages,Shobna,Nijhawan,33,3.2
3117,Sociology,Michael,Nijhawan,30,3.9
3118,Mathematics,Varvara,Nika,13,3.2
3119,Engineering,Arsalan,Nikdoost,1,1
3120,Chemistry,Andrei,Nikolaev,1,5
3121,Nursing,Julie,Nilsen-Berec,30,3
3122,Administration,Niru,Nirupama,13,2.5
3123,Political Science,Jonathan,Nitzan,25,4.6
3124,Biology,Nicole,Nivillac,181,4.7
3125,English,Jean,Noble,25,3.8
3126,History,David,Noble,20,3.4
3127,Women's Studies,Bobby,Noble,44,3.3
3128,Biology,Tanya,Noel,73,4.2
3129,Economics,Ardeshir,Noordeh,213,3
3130,Social Science,Sofia,Noori,33,3.8
3131,Visual Arts,Linette,Norman,0,
3132,Disaster Management,Alain,Normand,8,3.1
3133,Education,Naomi,Norquay,15,3.5
3134,Business,Trevor,Norris,16,3.7
3135,Digital Arts,Doug,Nort,0,
3136,Psychology,Wallace,Northover,29,3
3137,Design,Emery,Norton,0,
3138,Philosophy,Marnina,Norys,9,3.8
3139,English,Dagmar,Novak,12,3.2
3140,Social Science,Ann,Novogradec,7,3.7
3141,Graduate Studies,Veronika,Novoselova,3,5
3142,Biochemistry,Mais,Nuaaman,0,
3143,Business,Shay,Nulman,2,5
3144,Accounting,Jambo,Numberfive,0,
3145,TA,Nathan,Nun,1,5
3146,Biology,Krystal,Nunes,5,5
3147,Kinesiology,Kellie,Nuovo,3,4.7
3148,Social Science,Patti,Nyman,3,5
3149,Mathematics,Aubain Hilaire,Nzokem,5,1.8
3150,Social Work,Mary,O Regan,11,2.8
3151,Disaster Management,Mike,O' Brien,14,3.8
3152,Humanities,Andrea,O''Reilly,0,
3153,English,Katarina,O'Briain,2,5
3154,Engineering,Paul,O'Brien,3,2.7
3155,Business,Barry,O'Brien,52,3.7
3156,Social Work,Anne,O'Connell,13,4.1
3157,Writing,Mike,O'Connor,7,4
3158,Social Science,Rachel,O'Donnell,3,3.2
3159,Sociology,John,O'Neil,7,4.3
3160,Social Science,Keith,O'Regan,28,3.9
3161,Humanities,Andrea,O'Reilly,13,4
3162,Political Science,Danny,O'Rourke,57,4.2
3163,Public Policy & Administration,Danny,O'Rourke-Dicarlo,51,4.6
3164,Communication Studies,Jonathan,Obar,15,3.6
3165,Marketing,Moussa,Obeid,3,5
3166,Humanities,Philip,Oddi,0,
3167,Environmental Studies,Rich,Oddie,1,3.5
3168,Business Administration,Ken,Ogata,64,2.3
3169,Mathematics,Blessing,Ogbuokiri,20,3.5
3170,Social Science,Mona,Oikawa,19,1.9
3171,Humanities,Barry,Oishen,0,
3172,Communication,Tokunbo,Ojo,3,1
3173,Social Science,Nathanael,Ojong,3,5
3174,Sociology,Hyun,Ok Park,29,3.6
3175,Law,Obiora,Okafor,0,
3176,African Studies,Nnenna,Okoli,0,
3177,Finance,Chinyere,Okonkwo,2,3.5
3178,English,Modupe,Olaogun,28,2.1
3179,Social Science,Salewa,Olawoye,16,1.3
3180,Psychology,Judy,Oleniuk,8,3.8
3181,Mathematics,Phil,Olin,43,4.7
3182,Business,Christine,Oliver,2,5
3183,Psychology,Esther,Olshansky,0,
3184,Computer Science,Ruba,Omari,5,4.4
3185,Anthropology,Ayesha,Omer,0,
3186,Digital Arts,Yu Zhi Joel,Ong,6,2.2
3187,Mathematics,Ivan,Ongay-Valverde,3,4.3
3188,Information Technology,Aleks,Oniszczak,6,3.8
3189,Business,Ron,Ophir,98,2.5
3190,Nursing,Joanne,Opsteen,0,
3191,Nursing,Brenda,Orazietti,29,4.1
3192,Physics,Gloria,Orchard,0,
3193,Anthropology,Maria-Belen,Ordonez,30,2.4
3194,Chemistry,Art,Orellana,21,3
3195,Chemistry,Arturo,Orellana,27,1.6
3196,Chemistry,Mario,Orestano,2,5
3197,Chemistry,Michael,Organ,27,3.5
3198,Education,Neil,Orlowsky,7,3.3
3199,Music,Paul,Ormandy,3,5
3200,Accounting,Mitchell,Ornstein,2,4.2
3201,Sociology,Michael,Ornstein,9,2.2
3202,Humanities,Deborah,Orr,68,2.1
3203,Social Science,Beverly,Orser,1,5
3204,History,Corey,Orszak,1,1
3205,African Studies,Chima,Osakwe,3,3.7
3206,Dance,Jonathan,Osborn,1,5
3207,Accounting,Errol,Osecki,7,2
3208,Business,Bedour,Osman,7,1.6
3209,Management,Bedour,Osman,15,2.5
3210,Sociology,Katherine,Osterlund,1,5
3211,Humanities,Robin,Ostow,1,1
3212,Computer Science,Jonathan,Ostroff,32,3.2
3213,Languages,Norio,Ota,72,3.7
3214,Not Specified,Troy,Ouellette,2,4
3215,Administration,Tatiana,Ouvarova,0,
3216,Physics,Tatiana,Ouvarova,41,3.4
3217,Health Policy  Management,Susan,Owen,6,1.6
3218,Social Science,Janet,Owens,34,3.5
3219,Social Work,Rick,Owens,19,3.1
3220,Marketing,Yesim,Ozalp,5,2.3
3221,Anthropology,Omer,Ozcan,1,5
3222,Social Science,Ali,Ozcelik,0,
3223,Economics,Selcuk,Ozyurt,33,4
3224,Education,Kalli,Paakspuu,5,4.5
3225,Social Science,Gottfried,Paasche,4,4.9
3226,Psychology,Matthew,Pachai,3,4
3227,Biology,Laurence,Packer,37,4
3228,Psychology,Jessica,Padgett,1,5
3229,Education,Ann,Padmore,5,2.3
3230,Theater,Laurel,Paetz,6,4.7
3231,Humanities,Joan,Page,17,3
3232,Nursing,Karin,Page-Cutrara,15,4.4
3233,Engineering,Spiros,Pagiatakis,23,2.8
3234,Social Science,Dimitri,Pagitris,0,
3235,English As A Second Language,Parto,Pajoohesh,13,1.8
3236,Civil Engineering,Dan,Palermo,5,4.8
3237,English,Terri,Palmer,27,3.4
3238,Biology,Jean Paul,Paluzzi,21,4.2
3239,Finance,Rod,Pamenter,5,3.8
3240,Business Administration,Yigang,Pan,3,3.7
3241,Marketing,Yigang,Pan,19,3.1
3242,Earth Science,Alireza,Panahi,43,3.2
3243,Nursing,Michelle,Pang,2,5
3244,Kinesiology,Bill,Pangos,7,4
3245,Political Science,Leo,Panitch,9,2.4
3246,Accounting,Stephanie,Pantaleo,1,5
3247,Civil Engineering,Voula,Pantazopoulou,15,3.9
3248,English,Peter,Paolucci,154,4.1
3249,Nursing,Efrosini - Fro,Papaconstantinou,13,3.4
3250,Psychology,Peter,Papadogiannis,176,3.8
3251,Computer Science,Manos,Papagelis,11,4.6
3252,Philosophy,Aaron,Papenhausen,8,4.9
3253,English,James,Papoutsis,73,4.7
3254,Business,Jatharsan,Paramthillairajah,0,
3255,Psychology,Vivien,Paraskevi Rekkas,3,4.3
3256,History,Marcal de Menezes,Paredes,1,5
3257,Education,Gillian,Parekh,0,
3258,Kinesiology,Michael,Paris,1,5
3259,Psychology,Norman,Park,88,3.2
3260,Civil Engineering,Peter,Park,3,3.7
3261,Fine Arts,Sihwa,Park,0,
3262,Sociology,Hyun Ok,Park,7,3.8
3263,Business,Kelly,Parke,2,5
3264,Education,Lana,Parker,2,5
3265,Finance,Muz,Parkhani,66,4.8
3266,Business,John,Parkinson,33,3.9
3267,Accounting,John,Parkinson,3,2.3
3268,Humanities,Taralyn,Parr,0,
3269,Kinesiology,Kelly,Parr,35,3.7
3270,Kinesiology,Patrick,Parson,9,1.8
3271,Economics,John,Paschakis,287,3
3272,Psychology,Juan,Pascual-Leone,9,2.3
3273,Film,Vladimir,Paskaljevic,7,2.7
3274,Accounting,Beppino,Pasquali,46,4.5
3275,Biology,.,Pat,7,4.2
3276,Information Technology,Rares,Pateanu,2,2.5
3277,Computer Science,Rares,Pateanu,37,2.6
3278,Chemistry,Kaushik,Patel,2,5
3279,Psychology,Khushbu,Patel,2,5
3280,Information Technology,Anita,Patel,17,3
3281,Political Science,Joe,Pateman,2,1
3282,Geography,Prateeksha,Pathak,0,
3283,Science,Jagruti,Pathak,23,2.9
3284,Psychology,Thanujeni,Pathman,21,3.6
3285,English,Dana,Patrascu-Kingsley,21,4.3
3286,Environmental Studies,Darren,Patrick,2,4
3287,Social Science,Viviana,Patroni,6,3.2
3288,Mathematics,Tyler,Pattenden,1,5
3289,Business,Richard,Patterson,39,3.5
3290,Music,Roy,Patterson,2,3
3291,Administration,Dayna,Patterson,68,3.8
3292,Human Resources Management,Gary,Patton,12,3
3293,Health,Lora,Patton,2,5
3294,Health,Ian,Patton,23,3.1
3295,Finance,Gregory,Pau,5,3.6
3296,Liberal Studies,Analaura,Pauchulo,2,5
3297,Economics,Leland,Paul,24,1.4
3298,Nursing,Archana,Paul,26,4.2
3299,Natural Sciences,Tatiana,Paulin,42,2
3300,Business,Emma,Pavlov,5,4.9
3301,Computer Science,Andriy,Pavlovych,94,2.3
3302,Science,Vera,Pavri,223,4.5
3303,English,Amanda,Paxton,8,4.4
3304,Geography,William,Payne,1,1
3305,Social Science,Mark,Peacock,12,3.7
3306,Social Science,Sylvia,Peacock,41,4.1
3307,Social Science,Linda,Peake,1,4
3308,History,Joanna,Pearce,9,3.7
3309,Education,Raymond,Peart,12,3.4
3310,Psychology,Ingrid,Pechenkov,4,4.6
3311,Languages,Jeffery,Peck,0,
3312,Nursing,Kristine,Pedernal,9,4.4
3313,Psychology,Kathleen,Peets,1,4
3314,English,Quintin,Peirce,2,3.8
3315,Nursing,Eva,Peisachovich,42,3.6
3316,Philosophy,Judy,Pelham,57,3.1
3317,Mathematics,Donald H.,Pelletier,16,3
3318,Psychology,Sylvie,Pelletier,0,
3319,Equity Studies,Gary,Pelletier,0,
3320,Marketing,Catherine,Pellettier,1,1
3321,Social Work,Nicole,Penak,17,4.2
3322,Education,Karleen,Pendleton Jimenez,9,5
3323,Accounting,Songlan,Peng,32,3.2
3324,Biology,Chun,Peng,15,2.2
3325,Human Resources Management,Ping,Peng,28,3.7
3326,Health,Tarra,Penney,8,4.4
3327,Kinesiology,Linda,Penoyer,5,3.4
3328,TA,Kevin,Pent,4,2.6
3329,English,Elizabeth,Pentland,26,3.6
3330,Environmental Studies,Peter,Penz,7,3.4
3331,Biology,Mateus,Pepinelli,2,5
3332,Psychology,Debra,Pepler,2,5
3333,English,Anna,Peppard,7,3.4
3334,Social Science,Walter,Perchal,276,4.5
3335,Business,Walter,Perchal,17,4.3
3336,History,Katherine,Perdue,14,4.1
3337,Finance,Jason,Pereira,0,
3338,Education,David,Pereira,0,
3339,Chemistry,Consuelo,Perez,0,
3340,Management,Theodore,Peridis,0,
3341,Social Work,Carmen,Perillo,81,3.6
3342,Civil Engineering,Matthew,Perras,9,4
3343,Finance,Meredith,Perren,3,3.7
3344,Visual Arts,David,Perrett,1,3
3345,Mathematics,Paolo,Perrone,8,3.9
3346,Kinesiology,Christopher,Perry,47,3.3
3347,Political Science,Radha,Persaud,41,3.3
3348,Nursing,Malini,Persaud,14,4.5
3349,Social Science,Nalini,Persram,10,4.2
3350,Accounting,Imran,Pervaiz,0,
3351,Mathematics,Peter,Peskun,42,3.8
3352,Applied Mathematics,Peter,Peskun,0,
3353,Business,Irvin,Pestano,54,3.5
3354,Music,Alma,Petchersky,5,3.3
3355,Music,Randolph,Peters,1,5
3356,Communication Studies,JO,Peterson,0,
3357,Human Resources Management,Amanda,Peticca-Harris,5,5
3358,Business,Anton,Petrenko,59,3.3
3359,Administration,Anton,Petrenko,4,2
3360,Communication Studies,Kamilla,Petrick,109,4.8
3361,Economics,Uros,Petronijevic,24,4.3
3362,English,Jacqueline,Petropoulos,21,4.5
3363,Music,Christina,Petrowska Quilico,8,4.1
3364,Psychology,Michael,Pettit,36,3.8
3365,Mathematics,Mohammad,Peyghami,5,4.2
3366,Computer Science,Hung Viet,Pham,1,3
3367,Philosophy,Patrick,Philips,22,4.5
3368,Kinesiology,Devin,Phillip,6,5
3369,Environmental Studies,Ann,Phillips,1,1
3370,Disaster Management,Jennie,Phillips,2,3
3371,Nursing,Andria,Phillips,25,2.9
3372,Philosophy,Patrick,Phillips,111,4.3
3373,Business,Patrick,Phillips,9,2.5
3374,Psychology,Krista,Phillips,313,3.4
3375,Education,Christina,Phillips-Macneil,1,5
3376,Psychology,Curtis,Phills,14,3.9
3377,Sociology,Janice,Phonepraseuth,0,
3378,Languages Lit.  Linguistics,John,Picchione,1,4.5
3379,Languages,John,Picchione,35,3.7
3380,Languages Lit.  Linguistics,Beata,Piechocinski,22,4.2
3381,Humanities,Quintin,Pierce,0,
3382,Psychology,Lara,Pierce,18,5
3383,Kinesiology,Alanna,Pierias,13,3.6
3384,Chemistry,William,Pietro,255,3.9
3385,Languages,Laura,Pietropaolo,14,3.5
3386,Mathematics,Alfred,Pietrowski,82,3.9
3387,Communication,Kamila,Pietrzyk,2,5
3388,Art Studio,Brian,Piitz,2,4
3389,Not Specified,Louis,Pike,10,1.2
3390,Social Science,Kelly,Pike,38,4.1
3391,Human Resources Management,Kelly,Pike,0,
3392,English,Tanya,Pikula,13,4.4
3393,Nursing,Florence,Pilkington,1,5
3394,Nursing,Beryl,Pilkington,0,
3395,Political Science,Dennis,Pilon,12,4.2
3396,Sociology,Steven,Pinter,3,3.7
3397,Political Science,Steve,Pinter,68,2.7
3398,Languages,Marie-Christine,Pioffet,33,2.7
3399,Computer Science,Simone,Pisana,15,2.1
3400,Humanities,Brock,Pitawanakwat,0,
3401,Social Work,Kendra-Ann,Pitt,2,5
3402,Environmental Studies,Jay,Pitter,0,
3403,Political Science,Sergei,Plekhanov,90,4.5
3404,Psychology,Patric,Plesa,9,2.3
3405,Administration,Anna,Podesta,35,4.4
3406,Economics,Andrea,Podhorsky,57,3.1
3407,Academic Services,Andrea,Podhorsky,5,2.9
3408,Business,Mark,Podolsky,56,4
3409,History,Carolyn,Podruchny,25,4.4
3410,Environmental Studies,Justin,Podurr,13,3.2
3411,Liberal Studies,Matthew,Poggi,1,5
3412,Administration,Helen,Pogrin,27,4.3
3413,Health,Mathieu,Poirier,13,4.5
3414,Accounting,Joelle,Pokrajac,46,3.6
3415,Mathematics,Igor,Poliakov,233,2.8
3416,Humanities,Brady,Polka,0,
3417,Chemistry,Michael,Pollard,22,4.4
3418,Social Science,Gloria,Pollock,8,3.9
3419,Languages,Shannon,Pollock,17,4.5
3420,Business Administration,Bill,Pomerantz,1,4
3421,Business,William,Pomerantz,35,3.8
3422,Engineering,Andrew,Pomfret,0,
3423,Social Work,Maurice,Poon,29,3.3
3424,Health,Brendon,Pooran,2,4
3425,Health,Cheryl,Pooran,3,2.3
3426,Administration,Mihaela,Pop,1,3
3427,Administration,Nicolae,Pop,8,2.9
3428,Languages,Richard,Pope,18,4.6
3429,Nursing,Joan,Pope,12,1.7
3430,French Studies,Helen,Poplyansky,14,3.2
3431,Sociology,Alice,Popper,3,2.1
3432,Accounting,Marcela,Porporato,95,2
3433,Social Science,James,Porter,12,2.9
3434,Political Science,Ann V,Porter,1,5
3435,Social Science,Isis,Portillo,1,5
3436,Kinesiology,Gregory,Portnoy,24,2.8
3437,Psychology,Alberta,Pos,0,
3438,Sociology,Emma,Posca,4,1
3439,English,Carol,Poster,23,3.2
3440,Sociology,Morgan,Poteet,4,4.2
3441,Nursing,Ann,Pottinger,32,2.8
3442,Communication,Graham,Potts,9,4.2
3443,Computer Science,Aditya,Potukuchi,1,5
3444,Chemistry,Pierre,Potvin,121,3.2
3445,Information Technology,Zissis,Poulos,0,
3446,Humanities,NEGAR,POUR,0,
3447,History,Leila,Pourtavaf,4,4.8
3448,Social Science,Niloufar,Pourzand,1,4
3449,English,Bruce,Powe,50,4.6
3450,Social Work,Roxanne,Powers,12,3.4
3451,Business,Ajnesh,Prasad,0,
3452,Mathematics,Chris,Prashad,6,2.8
3453,Health Policy & Management,Reshma,Prashad,0,
3454,Sociology,Anna,Pratt,49,2.6
3455,Natural Sciences,Daniel,Presta,15,4.8
3456,Geography,Valerie,Preston,23,4
3457,Social Work,Dianne,Prevatt-Hyles,9,2.3
3458,Business,Erin,Price,0,
3459,Nursing,Kimberley,Price,1,1
3460,History,Betsey,Price,13,2.5
3461,Marketing,Nick,Price-Owen,21,2
3462,Psychology,Heather,Prime,0,
3463,Law,Joanna,Prince,0,
3464,Information Technology,Enamul,Prince,7,3.6
3465,Law,Joanne,Prince,0,
3466,Creative Writing,Concetta,Principe,6,3.1
3467,Pre-Law,Jill,Prindiville,9,3.6
3468,Finance,Eliezer,Prisman,11,2.2
3469,Social Science,Alice,Propper,101,1.6
3470,English,Nemanja,Protic,15,3.7
3471,French Studies,Janusz,Przychodzen,50,4.1
3472,Chemistry,Stephanie,Pugliese Domenikos,46,4.9
3473,Social Work,Curt,Pullan,9,5
3474,Business,Steve,Pulver,33,4.2
3475,Sociology,Norene J,Pupo,6,3.1
3476,Sociology,Norene,Pupo-Barkans,0,
3477,Anthropology,Ian,Puppe,6,2.1
3478,Mathematics,Norman,Purzitsky,229,1.7
3479,Political Science,jennifer,pybus,0,
3480,Economics,Derek,Pyne,0,
3481,Social Work,Jake,Pyne,2,4.5
3482,Economics,Shadab,Qaiser,71,3.2
3483,Mathematics,Muhammad,Qasim,1,5
3484,Economics,Ji,Qi,12,3.4
3485,Mathematics,Guanfu,Qiao,1,4
3486,Mathematics,Zeng,Qingling,0,
3487,Accounting,Sandy,Qu,35,2.2
3488,Social Science,Fahimul,Quadir,32,4.2
3489,Communication,Susanna,Quail,1,5
3490,Economics,Jeff,Quattrociocchi,16,5
3491,Social Science,Nausheen,Quayyum,5,4.4
3492,Management,Hassan,Qudrat-Ullah,45,3.3
3493,Environmental Studies,Tim,Quick,0,
3494,Sociology,Rusby,Quijano,0,
3495,Engineering,Brendan,Quine,30,3.5
3496,Biology,Roberto,Quinlan,58,3.6
3497,Psychology,Joshua,Quinlan,6,4.2
3498,Equity Studies,Maggie,Quirt,27,4.3
3499,Chemistry,Anita,Raacutegyanszki,0,
3500,Psychology,Rachel,Rabi,31,4.8
3501,Kinesiology,Alex,Rabindranath Ta,0,
3502,Philosophy,Lily,Radenovic,0,
3503,Philosophy,Ljiljana,Radenovic,6,3.2
3504,Physics,Balint,Radics,24,3.2
3505,Economics,Sepehr,Radjpoust,1,4
3506,Natural Sciences,Alireza,Rafiee,66,3
3507,Computer Science,Iouldouz,Raguimov,1,1
3508,Mathematics,Iouldouz,Raguimov,373,1.9
3509,Chemistry,Anita,Ragyanszki,3,4
3510,Criminology,Mohammadreza,Rahbari,4,1.8
3511,Criminal Justice,Reza,Rahbari,2,3.5
3512,Criminology,Reza,Rahbari,17,2.2
3513,Education,Farah,Rahemtula,12,2.9
3514,"Languages, Lit., & Linguistics",Omme-Salma,Rahemtullah,5,1.2
3515,Engineering,Ashrafur,Rahman,5,3.6
3516,Mathematics,Kazi,Rahman,1,4
3517,Mathematics,MD,Rahman,0,
3518,Information Technology,Mizanur,Rahman,0,
3519,Mathematics,Md Abdur,Rahman,1,2
3520,Geography,Ataur,Rahman,12,1.5
3521,Mathematics,Abdur,Rahman,1,1
3522,Equity Studies,Fereydoon,Rahmani,0,
3523,Mathematics,Shohreh,Rahmati,4,4
3524,Mathematics,Shoreh,Rahmati,1,2
3525,Cultural Studies,Jay,Rahn,3,4.8
3526,Applied Mathematics,Amir,Rahnama,5,1.8
3527,Political Science,Saeed,Rahnema,74,4.3
3528,French Studies,Domenico,Raimondo,8,2.7
3529,Nursing,Jackie,Rainford,0,
3530,Nursing,Rose,Raizman,2,4.8
3531,Social Science,Indhu,Rajagopal,44,2.4
3532,Natural Sciences,Venilla,Rajaguru,2,4
3533,Psychology,Joanna,Rajchel,1,4
3534,Education,Elena,Rakitskaya,0,
3535,Theatre,Elena,Rakitskaya,3,4.7
3536,Mathematics,Tedi,Ramaj,0,
3537,Social Science,Jay,Ramasubramanyam,2,5
3538,Communication Studies,Nathan,Rambukkana,6,4.3
3539,Business,Devin,Ramdatass,0,
3540,Nursing,Samdaye,Ramdial,2,3
3541,"Languages, Lit., & Linguistics",Elizabeth,Ramirez Trujillo,2,4.8
3542,Kinesiology,Sofhia,Ramos,2,3
3543,Social Work,Pablo,Ramos-Cruz,3,3.7
3544,Humanities,Parbattie,Ramsaran,47,2.3
3545,Equity Studies,Parbattie,Ramsarran,0,
3546,Sociology,Shirley,Ramsarran,108,2.8
3547,Gender Studies,Parbatti,Ramsarran,13,1.9
3548,Philosophy,Shyam,Ranganathan,296,4.3
3549,Health Policy & Management,Dennis,Raphael,81,3.7
3550,Mathematics,Tina,Rapke,3,3.3
3551,Philosophy,Sandra,Raponi,1,5
3552,Psychology,Stephanie,Raposo,14,2.7
3553,Physics,Saeed,Rastgoo,16,3.8
3554,Psychology,Jennine,Rawana,20,4.3
3555,Education,Gaye,Rawding,1,1
3556,Computer Science,Nasim,Razavi,1,1
3557,Social Work,Geoffrey,Reaume,17,4.7
3558,English,Arthur,Redding,19,4.1
3559,Applied Mathematics,Emily,Redelmeier,11,1.7
3560,Social Work,Melissa,Redmond,1,4.5
3561,Sociology,Rai,Reece,8,3.6
3562,Business,Darryl,Reed,28,3
3563,Marketing,Linda,Reeser,33,3.5
3564,History,Joel,Regehr,8,4.8
3565,Biology,Sandra,Rehan,13,1.4
3566,Computer Science,Habib-ur,Rehman,32,2.3
3567,Humanities,Jan,Rehner,39,4.4
3568,Languages,Katherine,Rehner,4,3.4
3569,Education,Mara,Reich,6,4.3
3570,Psychology,Dave,Reid,16,3.8
3571,English,Tiana,Reid,0,
3572,Humanities,Markus,Reisenleitner,15,4.5
3573,Nursing,John,Remington,5,4.1
3574,Geography,Tarmo,Remmel,36,3.6
3575,Applied Mathematics,Janse,Rensburg,2,1
3576,Business,Marat,Ressin,1,5
3577,Information Technology,Dona,Rex,42,1.9
3578,Administration,Donna,Rex,2,1
3579,Biology,German,Reyes,23,3
3580,Languages,Kevin,Reynolds,20,4.3
3581,Political Science,Farhad,Rezaei,32,3.8
3582,Engineering,Afshin,Rezaei-Zare,10,4.3
3583,Engineering,Pouya,Rezai,17,3.6
3584,Geography,David,Rezmovitz,8,2.3
3585,French Studies,Mashal,Riaz,1,4
3586,Sociology,Rose,Riccardelli,1,5
3587,Humanities,Antonio,Ricci,38,4.6
3588,Sociology,Rose,Ricciardelli,10,3.7
3589,Marketing,Marshall,Rice,36,4.3
3590,Psychology,Jill Bee,Rich,107,4.4
3591,Music,Marc,Richard,0,
3592,Theater,Cherissa,Richards,0,
3593,Administration,Daniel,Richards,2,5
3594,Business,Julia,Richardson,139,4.7
3595,Kinesiology,Nicolette,Richardson,75,4.3
3596,Social Science,Natilie,Richer,1,1
3597,Management,Natalie,Richter,6,1.8
3598,Political Science,Melanie,Richter-Montpetit,1,5
3599,Film,Marie,Rickard,16,3.3
3600,Political Science,Roger,Rickwood,15,3.9
3601,Psychology,Rebecca Pillai,Riddell,5,3.5
3602,Kinesiology,Michael,Riddell,108,4.4
3603,Economics,J,Ridpath,26,2.5
3604,Accounting,Margaret,Riggin,19,4.1
3605,Accounting,Carol,Riggs,23,3
3606,Engineering,Izaak,Rijcke,0,
3607,Economics,John,Rilstone,5,2.8
3608,Economics,Paul,Rilstone,29,1.6
3609,Philosophy,Rebecca,Ring,8,2.1
3610,Social Science,Marcia,Rioux,6,1.1
3611,Business,Louise,Ripley,50,3
3612,Finance,Loren,Rita,1,5
3613,Humanities,Janet,Ritch,15,4.2
3614,Kinesiology,Paul,Ritvo,38,3.1
3615,Political Science,Althea-Maria,Rivas,2,4.5
3616,Applied Communication,Cheryl,Rivers,2,1
3617,Psychology,Sana,Rizvi,4,4
3618,Engineering,Reza,Rizvi,9,4.7
3619,Social Science,Richard,Rizzo,6,4.7
3620,Mathematics,Lyndsay,Roach,1,3
3621,Music,Catherine,Robbin,2,4.2
3622,Health Science,Ruth,Robbio,11,2.5
3623,Geography,Andre,Robert,44,4.3
3624,Natural Sciences,Michael De,Robertis,16,3.8
3625,Business,Gordon,Roberts,27,4.8
3626,Engineering,Carolina,Roberts,2,4.8
3627,Writing,Jamie,Roberts,15,4.4
3628,Philosophy,Jamie,Robertson,1,4
3629,English,Ray,Robertson,3,2.3
3630,Biology,Lisa,Robertson,18,3.7
3631,Marketing,Graham,Robertson,6,4.5
3632,Art History,Hyla,Robicsek,0,
3633,Finance,Chris,Robinson,26,3
3634,Education,Jackie,Robinson,2,4
3635,Dance,Danielle,Robinson,7,2.8
3636,Liberal Studies,Jason,Robinson,19,3.5
3637,Theatre,Jamie,Robinson,0,
3638,Political Science,Corey,Robinson,3,5
